"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"Extract.Volume..uL."	"Total.DNA..ng."	"Resuspended.Extract.Concentration..ng.uL."	"Resuspended.Extract.Volume..uL."	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"InLab"	"Received"	"Priority"	"mist.netting.latitude"	"mist.netting.longitude"	"net.length.area"	"capturing.time"	"sex"	"age"	"female.reproductive.status"	"number.of.pellets"	"body.mass"	"forearm"	"CollectionDate"	"Subject"	"Subj_Certainty"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"
"NWR-122"	"NWR-122-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	53.1	NA	NA	0.7	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"J"	""	""	"17.5"	"46"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-123"	"NWR-123-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	31.875	1.36	20	0.4	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"F"	"J"	"NR"	""	"19.8"	"46"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-123"	"NWR-123-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	46.725	1.66	20	0.6	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"F"	"J"	"NR"	""	"19.8"	"46"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-125"	"NWR-125-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	37.05	1.46	20	0.5	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"L"	""	"20.4"	"52"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-125"	"NWR-125-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	59.925	NA	NA	0.8	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"L"	""	"20.4"	"52"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-126"	"NWR-126-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	20.175	0.624	20	0.3	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"A"	""	""	"18.7"	"46"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-126"	"NWR-126-E3"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	2.4075	NA	NA	0	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"A"	""	""	"18.7"	"46"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-127"	"NWR-127-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	14.025	0.472	20	0.2	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"M"	"A"	""	""	"19.2"	"45"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-127"	"NWR-127-E3"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	11.175	NA	NA	0.1	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"M"	"A"	""	""	"19.2"	"45"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-128"	"NWR-128-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	193.5	NA	NA	2.6	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"F"	"A"	"PL"	""	"20.1"	"49"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-128"	"NWR-128-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	300.75	NA	NA	4	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"F"	"A"	"PL"	""	"20.1"	"49"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-129"	"NWR-129-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-12	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	149.25	NA	NA	2	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.5788157	-91.89688037	""	""	"F"	"A"	"L"	""	"23.5"	"50"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-008"	"NWR-008-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-12	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	17.85	NA	NA	0.2	"RP (Highlands) please share with Katherine and Olivia "	""	"y"	"9/23/24"	"host DNA"	NA	NA	""	""	""	""	""	""	""	""	NA	"MYLE"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-012"	"NWR-012-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-12	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	12.45	NA	NA	0.2	"RP (Highlands) please share with Katherine and Olivia "	""	"y"	"9/23/24"	"host DNA"	NA	NA	""	""	""	""	""	""	""	""	NA	"MYLE"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NTC"	"NTC1-NTC"	"NTC1-CTRL"	"sample extracted and sequenced"	"nwr1"	"CTRL"	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
